study_accession	field	fold	none_found	chosen_pmcid	fulltext_source	is_full_text	paper_resolved	paper_url	paper_title	manual_pdf_present	manual_pdf_readable	supp_present	gate_status	n_blank	per_sample_method	zero_reason	n_whole_field	n_per_sample	n_escalation	remaining_est	escalation_status	resolution_state	recoverability	tag	disposition	disposition_reason
PRJNA456216	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA456216	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA456216	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA456219	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA456219	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA456219	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA456219	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA463112	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA463112	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA463112	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA463112	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA464397	country	sub10	False	PMC6020474	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.00015-18	Identification of Pathogenicity-Associated Loci in Klebsiell	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA464397	collection_date	sub10	False	PMC6020474	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.00015-18	Identification of Pathogenicity-Associated Loci in Klebsiell	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA464397	isolation_source	sub10	False	PMC6020474	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.00015-18	Identification of Pathogenicity-Associated Loci in Klebsiell	False	False	False	residual_per_sample	1		abstained_other	0	0	0	1	not_generated	EXHAUSTED	abstained_other	sub10	EXHAUSTED	already closed
PRJNA464397	host	sub10	False	PMC6020474	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.00015-18	Identification of Pathogenicity-Associated Loci in Klebsiell	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA470581	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA470581	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA470581	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA470581	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA471164	country	sub10	False	PMC7371107	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000377	Preterm infants harbour diverse &lt;i&gt;Klebsiella&lt;/i&gt	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA471164	collection_date	sub10	False	PMC7371107	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000377	Preterm infants harbour diverse &lt;i&gt;Klebsiella&lt;/i&gt	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA471164	isolation_source	sub10	False	PMC7371107	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000377	Preterm infants harbour diverse &lt;i&gt;Klebsiella&lt;/i&gt	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA471164	host	sub10	False	PMC7371107	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000377	Preterm infants harbour diverse &lt;i&gt;Klebsiella&lt;/i&gt	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA471737	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA471737	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA471737	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA471737	host	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJNA47211,PRJNA47257,PRJNA47225,PRJNA47209,PRJNA47275,PRJNA47263,PRJNA47223,PRJNA47217,PRJNA47267,PRJNA47259,PRJNA47271,PRJNA47229	country	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA47211,PRJNA47257,PRJNA47225,PRJNA47209,PRJNA47275,PRJNA47263,PRJNA47223,PRJNA47217,PRJNA47267,PRJNA47259,PRJNA47271,PRJNA47229	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA47211,PRJNA47257,PRJNA47225,PRJNA47209,PRJNA47275,PRJNA47263,PRJNA47223,PRJNA47217,PRJNA47267,PRJNA47259,PRJNA47271,PRJNA47229	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA47211,PRJNA47257,PRJNA47225,PRJNA47209,PRJNA47275,PRJNA47263,PRJNA47223,PRJNA47217,PRJNA47267,PRJNA47259,PRJNA47271,PRJNA47229	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA472563	country	sub10	False	PMC6217722	europepmc_fulltext	True	True	https://doi.org/10.3389/fimmu.2018.02377	Coinfection With Influenza A Virus and <i>Klebsiella oxytoca	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA472563	collection_date	sub10	False	PMC6217722	europepmc_fulltext	True	True	https://doi.org/10.3389/fimmu.2018.02377	Coinfection With Influenza A Virus and <i>Klebsiella oxytoca	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA472563	isolation_source	sub10	False	PMC6217722	europepmc_fulltext	True	True	https://doi.org/10.3389/fimmu.2018.02377	Coinfection With Influenza A Virus and <i>Klebsiella oxytoca	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA472563	host	sub10	False	PMC6217722	europepmc_fulltext	True	True	https://doi.org/10.3389/fimmu.2018.02377	Coinfection With Influenza A Virus and <i>Klebsiella oxytoca	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA474898	country	sub10	False	PMC6624762	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00502-19	Draft Genomic Sequence of Multidrug-Resistant Klebsiella pne	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA474898	collection_date	sub10	False	PMC6624762	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00502-19	Draft Genomic Sequence of Multidrug-Resistant Klebsiella pne	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA474898	isolation_source	sub10	False	PMC6624762	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00502-19	Draft Genomic Sequence of Multidrug-Resistant Klebsiella pne	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA474898	host	sub10	False	PMC6624762	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00502-19	Draft Genomic Sequence of Multidrug-Resistant Klebsiella pne	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field	sub10	FILLED	already closed
PRJNA474907	country	sub10	False	PMC9040815	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.02949-21	The CIAMIB: a Large and Metabolically Diverse Collection of 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA474907	collection_date	sub10	False	PMC9040815	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.02949-21	The CIAMIB: a Large and Metabolically Diverse Collection of 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA474907	isolation_source	sub10	False	PMC9040815	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.02949-21	The CIAMIB: a Large and Metabolically Diverse Collection of 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA474907	host	sub10	False	PMC9040815	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.02949-21	The CIAMIB: a Large and Metabolically Diverse Collection of 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA475291	country	sub10	False	PMC6589436	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.00202-19	Network Integrative Genomic and Transcriptomic Analysis of C	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA475291	collection_date	sub10	False	PMC6589436	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.00202-19	Network Integrative Genomic and Transcriptomic Analysis of C	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA475291	isolation_source	sub10	False	PMC6589436	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.00202-19	Network Integrative Genomic and Transcriptomic Analysis of C	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA475291	host	sub10	False	PMC6589436	europepmc_fulltext	True	True	https://doi.org/10.1128/msystems.00202-19	Network Integrative Genomic and Transcriptomic Analysis of C	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA476187	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA476187	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA476187	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA476187	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA476828	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA476828	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA476828	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA476828	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477005	country	sub10	False	PMC6454207	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.00542	Diversity, Virulence, and Antimicrobial Resistance in Isolat	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477005	collection_date	sub10	False	PMC6454207	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.00542	Diversity, Virulence, and Antimicrobial Resistance in Isolat	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477005	isolation_source	sub10	False	PMC6454207	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.00542	Diversity, Virulence, and Antimicrobial Resistance in Isolat	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477005	host	sub10	False	PMC6454207	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.00542	Diversity, Virulence, and Antimicrobial Resistance in Isolat	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477326	country	sub10	False	PMC6289251	abstract	False	False	https://doi.org/10.1038/s41591-018-0202-8	Precision identification of diverse bloodstream pathogens in	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477326	collection_date	sub10	False	PMC6289251	abstract	False	False	https://doi.org/10.1038/s41591-018-0202-8	Precision identification of diverse bloodstream pathogens in	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477326	isolation_source	sub10	False	PMC6289251	abstract	False	False	https://doi.org/10.1038/s41591-018-0202-8	Precision identification of diverse bloodstream pathogens in	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477326	host	sub10	False	PMC6289251	abstract	False	False	https://doi.org/10.1038/s41591-018-0202-8	Precision identification of diverse bloodstream pathogens in	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477444	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477444	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477444	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA477444	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA478289	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA478289	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA478289	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA478289	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA480281	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA480281	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA480281	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA480281	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable	sub10	EXHAUSTED	already closed
PRJNA480797	country	sub10	False	PMC6390000	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.00276	Plasmid-Mediated Transmission of KPC-2 Carbapenemase in <i>E	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
PRJNA480797	collection_date	sub10	False	PMC6390000	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.00276	Plasmid-Mediated Transmission of KPC-2 Carbapenemase in <i>E	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated	sub10	FILLED	already closed
